device_url,username,date,upvotes,review_text
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,03 Aug 2026,0,Hello! Anyone having trouble with the July update? Here's what I found. I just want to know if anyone else is having these problems too.https://www.msn.com/en-us/technology/hardware-and-devices/samsung-s-july-update-is-breaking-galaxy-phones/ar-AA29iImR?ocid=msedgntp&pc=HCTS&cvid=6a70e294d45140f295f9eb96fe807da0&ei=8
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,03 Aug 2026,0,"Anonymous, 03 Aug 2026Hello! I want to upgrade from my Samsung A54 to one of this three phones; S24 Ultra, S25+ and ...moreWhat are your priorities in getting a new phone?"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,03 Aug 2026,0,"Anonymous, 03 Aug 2026Hello! I want to upgrade from my Samsung A54 to one of this three phones; S24 Ultra, S25+ and ...moreS24 ultra is best for you"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,03 Aug 2026,0,"Anonymous, 02 Aug 2026They moved it into the edit pictures section; tap the edit icon, then tap the four-circle thin...moreThanks for the help 😊"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,03 Aug 2026,0,"Hello! I want to upgrade from my Samsung A54 to one of this three phones; S24 Ultra, S25+ and S26. But i really like the S24 Ultra and my budget is 500 Euros max, i am going to buy it used. I want to hear about opinions like is it worth buying and is it great for gaming and everyday use? Thank you!!!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,02 Aug 2026,0,"Sam799, 01 Aug 2026After taking pics you could find the ""remaster"" & ""portrait"" options i...moreThey moved it into the edit pictures section; tap the edit icon, then tap the four-circle thing bottom right, you'll see the background blur feature there."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,01 Aug 2026,0,"After taking pics you could find the ""remaster"" & ""portrait"" options in gallery but now there's only ""live focus' & ""remaster"" available.  Do I need to turn on some settings or is it gone??"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,01 Aug 2026,0,"Fredburnes1987, 28 Jul 2026No oleophobic screen coating?? What are we doing samsung??It has, but like all oleophobic coatings it wears off over time."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,01 Aug 2026,0,"Anonymous, 28 Jul 2026Anybody using a official Samsung case for this phone and if so, which one and how is the quality?I've a Samsung (ice blue) case which is my favorite with many other cases like carbon fiber which is quite light just like a skin. I avoid using heavy cases as the they make the phone feel more bulky."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,31 Jul 2026,0,I bought one a yellow one I hope to get soon it was quite cheap! it is going to be my 1st galaxy
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,31 Jul 2026,0,I've been reading that the July security update is draining battery fast. Is that true? I haven't installed it yet. I just want to know first.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,31 Jul 2026,0,"Anonymous, 28 Jul 2026Anybody using a official Samsung case for this phone and if so, which one and how is the quality?I've got three cases: a standing grip, a silicone, and a vegan leather one. Here's what I think about them, in no particular order:I really like the standing grip case because I don't have to worry about putting my S24 on the table. The grip also helps me hold my S24U more securely and eases my hand a bit. This case is the heaviest, so I don't use it every day; just when I'm traveling.I use the silicone case daily; mine's lime-colored. It's soft to the touch, but also hard on the inside.I hardly ever use the vegan leather one because of the silicone case, LOL. This one's the prettiest and lightest compared to the others, and more formal.The best part is that they all fit the phone perfectly. No looseness, no cracking sounds. They're all hard cases on the inside, no matter the type. Mine might not be the super tough kind, but personally, I don't like those because they're so heavy and bulky. So, I think the original ones are a perfect choice, even if they're pricey."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,28 Jul 2026,0,No oleophobic screen coating?? What are we doing samsung??
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,28 Jul 2026,0,"Anybody using a official Samsung case for this phone and if so, which one and how is the quality?"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,26 Jul 2026,0,"Anonymous, 25 Jul 2026Don't buy Samsung. After 3 years you will face greenline issue.Been using my Note 10+ for 4 years now, no issues"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,26 Jul 2026,0,"Anonymous, 25 Jul 2026Don't buy Samsung. After 3 years you will face greenline issue.Thats true."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,26 Jul 2026,0,"Anonymous, 25 Jul 2026Don't buy Samsung. After 3 years you will face greenline issue.My family has a J7 Prime, A13 & S21 FE used by my uncles & aunts me using the S24 Ultra & none of the phones have any lines whatsoever."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,26 Jul 2026,0,"Anonymous, 25 Jul 2026Don't buy Samsung. After 3 years you will face greenline issue.Yeah sure, not. Had 5 Samsungs and had 0 issues with screens. Do not mislead with false information."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,25 Jul 2026,0,"Peter P. Parker, 24 Jul 2026So I'm buying new phone after 6 years of usage of my previous one. So I previously decide...moreDon't buy Samsung. After 3 years you will face greenline issue."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,24 Jul 2026,0,"Peter P. Parker, 24 Jul 2026So I'm buying new phone after 6 years of usage of my previous one. So I previously decide...moreGo for the S24 Ultra & you won't be disappointed. I'm using it & it has been a pleasant experience so far."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,24 Jul 2026,0,"So I'm buying new phone after 6 years of usage of my previous one. So I previously decided to buy Red Magic 11 Pro (16/512 variant), but after seeing this phone (12/512 variant) in nearly same price. I am quite confused, so what phone would be better for long term S24U or RM 11 Pro?"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,23 Jul 2026,0,"Maggs, 21 Jul 2026I also received july update it today.Great."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,21 Jul 2026,0,"Aadrian, 20 Jul 2026The July patch is here for the S24 Ultra: 486MB in size.I also received july update it today."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,21 Jul 2026,0,"Sam799, 21 Jul 2026Yes!! Got it yesterday.Congratulations"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,21 Jul 2026,0,"Aadrian, 20 Jul 2026The July patch is here for the S24 Ultra: 486MB in size.Yes!! Got it yesterday."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Aadrian,20 Jul 2026,0,The July patch is here for the S24 Ultra: 486MB in size.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,20 Jul 2026,0,"GBENGUSPECIAL , 19 Jul 2026Yeah it’s supposed to be for S24 Ultra users but l am seeing others Galaxy users comment. 
Th...moreFor me the titanium frame makes it more durable and resistant to impacts, Ai content is very useful, Bluetooth Spen to take pictures has been very handy to me too, cameras and pictures are so good, pictures come out crisp and clear, colorful too. I have Titanium yellow S24 Ultra but looks like a gold color to me, The boxy look makes it more premium so I watch You Tube videos, Tubi TV (Movies & TV series) on it too and it's just like looking into a small almost 7 inch TV. Pretty much, I love my S24 Ultra and hoping it will last me for at least 7 years."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,19 Jul 2026,0,"Yeah it’s supposed to be for S24 Ultra users but l am seeing others Galaxy users comment.That’s why you’re seeing S22, S23, even A-series folks there.The mods rarely restrict it to just one model. On the S24 Ultra: You're right — it’s one of Samsung’s best yet. Battery: Easily lasts a full day + even with heavy use and 7 years of Android updates: That’s huge. Your phone will literally stay current till 2031 Other functions: The S Pen, 200MP camera, and titanium build make it feel premium10 years with Samsung and this being your best says a lot.What’s your favorite feature on the S24 Ultra so far? For me it’s either the battery or the AI features and  7 years of Android updates"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,14 Jul 2026,0,"SAM, 06 Jul 2026Thanks for the help Maggs!!You're very welcome SAM:)"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,maks-rs,14 Jul 2026,0,"Silvers, 13 Jul 2026What is the On screen time of S24 ultra.
Especially Battery backup.Everything between 3 and 10 hours, very much depending on the usage. For example, camera + gaming + navigation and mobile data give 3-4 hours of use, and light use for browsing, video and social networks on wifi with dark display mode gives even 10 hours of use. It has been behaving like this for the past 2 and a half years and one charge lasts me on average 2 days."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,13 Jul 2026,0,What is the On screen time of S24 ultra.Especially Battery backup.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,06 Jul 2026,0,"Maggs, 04 Jul 2026Go into settings . Go to edge panel.  Then press handle and you will see up and down arrows . ...moreThanks for the help Maggs!!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,04 Jul 2026,0,"SAM, 25 Jun 2026How do I drag the edge panel down as it's too high on the screen. I used to do it easily ...moreGo into settings . Go to edge panel.  Then press handle and you will see up and down arrows . Just hold it and you can move it. It used to be easy doing it on homescreen."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,30 Jun 2026,0,Google play system also got the June update.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Dr. Stephen Strange,29 Jun 2026,0,"Sam799, 28 Jun 2026Its very much there in the gallery simply tap the Galaxy AI icon (the sparkling stars) right t...moreThanks for the help.Yes, As I have disabled online data process; so my data seems to process locally only.And that is the reason that option to delete / erase person or thing has gone and not being shown."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,28 Jun 2026,0,"Dr. Stephen Strange, 27 Jun 2026anybody what settings need to change for erasing subjects in gallary ? I think it has gone and...moreIts very much there in the gallery simply tap the Galaxy AI icon (the sparkling stars) right there in the center when you open pics in gallery or you can click on the pencil icon then click on the four circles to the extreme right there it'll open the object eraser. Hope this helps."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Dr. Stephen Strange,27 Jun 2026,0,anybody what settings need to change for erasing subjects in gallary ? I think it has gone and not seen.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,26 Jun 2026,0,"Aadrian, 25 Jun 2026Same here it's annoying and to remove such little things make it feel less ergonomic. You...moreGot it!! Thanks a ton Aadrian!! I don't get why they made these little settings so complicated now. It was so easy doing these things earlier."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Aadrian,25 Jun 2026,0,"SAM, 25 Jun 2026How do I drag the edge panel down as it's too high on the screen. I used to do it easily ...moreSame here it's annoying and to remove such little things make it feel less ergonomic. You now have to navigate to settings>display-edge panels>sidebar. You can then choose whether you want it left or right and if you pick one or the other you can adjust how high or low you want it.Whenever I tried to drag it up or down as in One UI 8 I am getting some Galaxy AI. Very annoying. Just those little things... Samsung don't make them that difficult!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,25 Jun 2026,0,How do I drag the edge panel down as it's too high on the screen. I used to do it easily by just holding & dragging it up & down but now when I long press it the edges of the home screen glow and nothing happens.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,24 Jun 2026,0,"Maria, 24 Jun 2026I understand that you may be experiencing some frustration while composing your response; plea...moreIt's just a regular security update no new features added."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,24 Jun 2026,0,"Maria, 24 Jun 2026I understand that you may be experiencing some frustration while composing your response; plea...moreSincere apologies if my comment was perceived as impolite. My intention was to convey that individual preferences are valid and respected, no one should be forced to do a thing. Peace!!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,24 Jun 2026,0,"SAM, 24 Jun 2026Your phone, your choice!! Nobody's forcing you to update!I understand that you may be experiencing some frustration while composing your response; please try to maintain a calm demeanor. If my perception of your emotional state is incorrect, I apologize for any misunderstanding.I would appreciate it if anyone could provide information regarding the features included in the June update. I am seeking clarification as to whether the update encompasses more than just security patches."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,24 Jun 2026,0,"Maria, 23 Jun 2026I am so happy with the last May update, so why should I install the June update? I even do not...moreYour phone, your choice!! Nobody's forcing you to update!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,23 Jun 2026,0,"Maria, 23 Jun 2026I am so happy with the last May update, so why should I install the June update? I even do not...moreJune update comes with feature Prioritise notifications,  Summarise notifications, and Show File Summaries. And its good to keep your phone updated to the latest security."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,23 Jun 2026,0,"I am so happy with the last May update, so why should I install the June update? I even do not think to install OneUI 9 when it is available for S24U."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,23 Jun 2026,0,"Maggs, 22 Jun 2026Same here. Im just installing june update now. 484.46mb.Great 👍"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,23 Jun 2026,0,"Aadrian, 22 Jun 2026Thanks for sharing, I checked it on my phone as well and also got the patch of June!You're welcome 😊"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,22 Jun 2026,0,"Sam799, 22 Jun 2026Just received the June update around 485 MB.Received the June update this evening."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,22 Jun 2026,0,"Sam799, 22 Jun 2026Just received the June update around 485 MB.Same here. Im just installing june update now. 484.46mb."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Aadrian,22 Jun 2026,0,"Sam799, 22 Jun 2026Just received the June update around 485 MB.Thanks for sharing, I checked it on my phone as well and also got the patch of June!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,22 Jun 2026,0,Just received the June update around 485 MB.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,21 Jun 2026,0,Not yet
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,20 Jun 2026,0,"Maggs, 20 Jun 2026Thank you for replying.. A friend of mine got it which is a surprise as I  haven't receiv...moreYou're welcome 😊 good to hear that your friend received it, means we will also be able to get in the coming week or so."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,20 Jun 2026,0,"Sam799, 20 Jun 2026Not yet! May be by the end of this month.Thank you for replying.. A friend of mine got it which is a surprise as I  haven't received it yet. S25U got it."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,20 Jun 2026,0,"Maggs, 19 Jun 2026Has anyone received june update on S24U?Not yet! May be by the end of this month."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,19 Jun 2026,0,Has anyone received june update on S24U?
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,17 Jun 2026,0,"Ive been using the camera lens protector for quite sometime & tried removing them today, all the lenses got easily removed except for the laser auto focus one where the original glass got peeled off. I somehow, after a struggle managed to fix it back but worry about the water resistance thing. Should I take it to the service center & get some assistance or is it ok to use it the way it is?"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,13 Jun 2026,0,"Hey! I started yesterday playing with my phone to see the new features and all I got to say so far is that I love it! ♥ I also loved the call screening feature I know it will be really handy specially with all those scam callers. My favorite callers as cards is pretty neat also but I still prefer the list layout, about battery life still can say but for now it remained the same as it was, which is good. So far, I like it."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,13 Jun 2026,0,"[deleted post]Just get the 8.5 update & you'll love the new features!! My favorites are media audio eraser/voice focus, now brief, customizable quick panel, enhanced photo assist to name a few. Battery life is also solid after the update."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,13 Jun 2026,0,"[deleted post]I was really looking forward to OneUI 8.5 because I can resize and delete stuff on the quick panel. That's the main difference, at least for me."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,11 Jun 2026,0,"Ram, 07 Jun 2026Whenever I open camera settings it doesn't work can anyone help to fix itReset camera settings."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,07 Jun 2026,0,Whenever I open camera settings it doesn't work can anyone help to fix it
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,05 Jun 2026,0,"maks-rs, 04 Jun 2026/ settings / general management / keyboard / show button to hide keyboard . You can use this b...moreThanks for your help. It works."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,maks-rs,04 Jun 2026,0,"Maria, 04 Jun 2026I already installed the security update: May 5, 2026, but nothing changed.
By the way, I have...more/ settings / general management / keyboard / show button to hide keyboard . You can use this button on the bottom to hide keyboard."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,04 Jun 2026,0,"Maggs, 03 Jun 2026Yeah. Lately samsung have been late at pushing out security updates. But glad I got it. I just...moreI already installed the security update: May 5, 2026, but nothing changed.By the way, I have a question: If the keyboard pops up because I want to type, and then I want to hide it, how do I do that without closing the app or screen?"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,04 Jun 2026,0,"I got one used for a third of its release price..or a new S26 Ultra. My battery health is 96%. This phone is the purchase of the decade right now, especially with support into 2031. Why buy anything else?"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,03 Jun 2026,0,"Sam799, 03 Jun 2026Great!! It was quite late than usual, I thought they skipped it due to one UI 8.5 but better l...moreYeah. Lately samsung have been late at pushing out security updates. But glad I got it. I just checked manually in settings and it came up."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,03 Jun 2026,0,Just came across some cool good lock features after the  One UI 8.5 updatehttps://youtu.be/cPnyAfI3qiU?si=Ns1Z5ZDlAakvXHcH
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,03 Jun 2026,0,"Maggs, 02 Jun 2026Just received May security update just now in uk.Great!! It was quite late than usual, I thought they skipped it due to one UI 8.5 but better late than never 😊"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,02 Jun 2026,0,"Sam799, 01 Jun 2026Finally received the May update today.Just received May security update just now in uk."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,02 Jun 2026,0,"Maria, 02 Jun 2026A flat screen isn't just for the S24U; maybe you mean a full boxy display.I said flat screen because I was using the S22 Ultra before which was also boxy but with a curved screen."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,02 Jun 2026,0,"Sam799, 02 Jun 2026I'm loving this flat screen after having curved ones for so long! It's so much easie...moreA flat screen isn't just for the S24U; maybe you mean a full boxy display."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,02 Jun 2026,0,I'm loving this flat screen after having curved ones for so long! It's so much easier to find tempered glass and full-protection cases that cover the sides 😊
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,01 Jun 2026,0,"Aadrian, 01 Jun 2026Great, same here! 1st of June and the May patch arrives. Only had it once or twice before.Congrats 😊 Better late than never 😀 let's hope they don't delay updates in the future."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Aadrian,01 Jun 2026,0,"Sam799, 01 Jun 2026Finally received the May update today.Great, same here! 1st of June and the May patch arrives. Only had it once or twice before."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,01 Jun 2026,0,Finally received the May update today.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,31 May 2026,0,"Anonymous, 30 May 2026So far no luckIts pretty strange because the S22 & S23 Ultra got it last week & we're still waiting."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,30 May 2026,0,"Sam799, 30 May 2026Did we receive the May update??So far no luck"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,30 May 2026,0,Did we receive the May update??
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,30 May 2026,0,"SAM, 29 May 2026I love the boxy design of S24 Ultra, it's a head turner compared to the rounded S25 & S26.I agree. I like the boxy design. Samsung should have made S25U that design."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,29 May 2026,0,"Maggs, 28 May 2026Go for the S24 ultra 1TB. I own both s24U and S25U 1TB and there is not a massive difference b...moreI love the boxy design of S24 Ultra, it's a head turner compared to the rounded S25 & S26."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,29 May 2026,0,"Moahmed, 28 May 2026i have been using Samsung A52 for 4 years. now i want to upgrade to an Ultra device. i have 2 ...moreEven though I have an S24U, I still think it's better to get an S24U 1TB than an S25U 512GB. The only thing I'm jealous of with the S25U is that it's lighter than my S24U."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,28 May 2026,0,"Moahmed, 28 May 2026i have been using Samsung A52 for 4 years. now i want to upgrade to an Ultra device. i have 2 ...moreGo for the S24 ultra 1TB. I own both s24U and S25U 1TB and there is not a massive difference between the two. S24u still has bluetooth in Spen. S25u no bluetooth in spen. Hope this helps."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Moahmed,28 May 2026,0,i have been using Samsung A52 for 4 years. now i want to upgrade to an Ultra device. i have 2 options. S24 ultra(1TB 12gb ram) which costs 1200$ and S25 ultra(512Gb 12GB ram) which costs 1300$. The prices are like this because in my country we have to pay extra taxes on mobile devices.Out of these 2 which i should go for considering the prices.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,28 May 2026,0,"SteveUk, 28 May 2026An annoying thing I've noticed since the (8.5) update... if you use AI to erase/alter con...morePardon me, do we have it from the day one of Galaxy AI? Well, it began with the Galaxy AI logo only"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Sam799,28 May 2026,0,"SteveUk, 28 May 2026An annoying thing I've noticed since the (8.5) update... if you use AI to erase/alter con...moreYes!! I also had the same irritating issue which was not there before the 8.5 update 🥹"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,SteveUk,28 May 2026,0,"An annoying thing I've noticed since the (8.5) update... if you use AI to erase/alter content on any photos, it now  says ""AI-generated content"" on the bottom of the new/altered photo. Great 🤨."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,28 May 2026,0,"Maggs, 27 May 2026Anyone received May security update? S25 ultra got it.My S23 Ultra received it today."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,28 May 2026,0,"Maggs, 27 May 2026Anyone received May security update? S25 ultra got it.I got it on my S22 Ultra"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,27 May 2026,0,"Maria, 23 May 2026Agree, and I just applied the authentic Samsung screen protector for S24U, feel as though i ju...moreI use magic John screen protectors.  They are so easy to apply. Ive tried other brands like samsung etc and they are useless. They leave bubbles on after applied."
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,27 May 2026,0,Anyone received May security update? S25 ultra got it.
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,CamoGeko-XDA,25 May 2026,0,"Maria, 23 May 2026Agree, and I just applied the authentic Samsung screen protector for S24U, feel as though i ju...moreI use the ESR protector and my phone is still like new!"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,23 May 2026,0,"SteveUk, 22 May 2026Just updated to UI 8.5... Early impressions: I'm not too keen on the new Gallery layout a...moreI agree with you about the gallery and memory in device care. But apart from that everything is ok:)"
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,23 May 2026,0,May patch still coming or they're gonna skip this time because of UI 8.5 update ?
https://www.gsmarena.com/samsung_galaxy_s24_ultra-reviews-12771,Anonymous,23 May 2026,0,"SteveUk, 22 May 2026Just updated to UI 8.5... Early impressions: I'm not too keen on the new Gallery layout a...moreAgree, and I just applied the authentic Samsung screen protector for S24U, feel as though i just unboxed the S24U."
